DEPTH,GR,RES,PHIE,RHOB,Class,Unique_Class_Num
3011,19.094,8.18,0.3596,2.044,"1, 2, 4",3
3011.25,19.281,8.007,0.3577,2.047,"1, 2, 4",3
3011.5,19.824,8.063,0.3585,2.045,"1, 2, 4",3
3011.75,20.423,8.341,0.3557,2.049,"1, 2, 4",3
3012,21.29,8.847,0.3557,2.048,"1, 2, 4",3
3012.25,22.457,9.629,0.3554,2.047,"1, 2, 4",3
3012.5,23.568,10.5,0.3552,2.046,"1, 2, 4",3
3012.75,24.557,11.451,0.3521,2.05,"1, 2, 4",3
3013,25.237,12.282,0.354,2.046,"1, 2, 4",3
3013.25,25.869,13.152,0.3577,2.039,"1, 2, 4",3
3013.5,26.55,13.89,0.3609,2.033,"1, 2, 4",3
3013.75,26.793,14.451,0.3613,2.032,"1, 2, 4",3
3014,26.769,14.84,0.3601,2.034,"1, 2, 4",3
3014.25,26.834,15.09,0.3558,2.041,"1, 2, 4",3
3014.5,27.263,15.232,0.3524,2.046,"1, 2, 4",3
3014.75,28.56,15.278,0.3434,2.059,"1, 2, 4",3
3015,31.462,15.217,0.3367,2.066,"1, 2, 4",3
3015.25,36.219,15.042,0.3264,2.076,"1, 2, 4",3
3015.5,42.014,14.769,0.315,2.085,"1, 2, 4",3
3015.75,47.743,14.449,0.3071,2.087,"1, 2, 4",3
3016,52.728,14.077,0.2999,2.088,"1, 2, 4",3
3016.25,56.82,13.833,0.2957,2.085,"1, 2, 4",3
3016.5,60.216,13.798,0.2944,2.078,"1, 2, 4",3
3016.75,63.612,14.032,0.2923,2.07,"1, 2, 4",3
3017,67.145,14.563,0.2788,2.06,"1, 2, 3, 4",2
3017.25,69.115,15.383,0.2705,2.053,"1, 2, 3, 4",2
3017.5,68.75,16.39,0.2721,2.048,"1, 2, 3, 4",2
3017.75,67.129,17.389,0.2788,2.048,"1, 2, 3, 4",2
3018,64.665,18.304,0.2884,2.044,"1, 2, 4",3
3018.25,62.55,18.974,0.2961,2.044,"1, 2, 4",3
3018.5,61.991,19.306,0.2981,2.05,"1, 2, 4",3
3018.75,61.675,19.316,0.2992,2.05,"1, 2, 4",3
3019,60.354,19.168,0.3036,2.05,"1, 2, 4",3
3019.25,57.85,18.73,0.3116,2.053,"1, 2, 4",3
3019.5,54.511,18.377,0.3144,2.06,"1, 2, 4",3
3019.75,51.228,18.086,0.3202,2.058,"1, 2, 4",3
3020,48.376,18.144,0.3258,2.055,"1, 2, 4",3
3020.25,46.665,18.376,0.3267,2.057,"1, 2, 4",3
3020.5,45.993,18.725,0.3299,2.053,"1, 2, 4",3
3020.75,45.312,19.14,0.3332,2.049,"1, 2, 4",3
3021,44.737,19.598,0.3314,2.053,"1, 2, 4",3
3021.25,44.493,20.104,0.3292,2.057,"1, 2, 4",3
3021.5,44.639,20.674,0.3352,2.047,"1, 2, 4",3
3021.75,45.377,21.317,0.3367,2.043,"1, 2, 4",3
3022,46.317,22,0.3332,2.047,"1, 2, 4",3
3022.25,47.103,22.631,0.3328,2.046,"1, 2, 4",3
3022.5,48.189,23.06,0.3339,2.042,"1, 2, 4",3
3022.75,49.324,23.142,0.335,2.035,"1, 2, 4",3
3023,49.591,22.816,0.3344,2.033,"1, 2, 4",3
3023.25,48.919,22.276,0.3354,2.038,"1, 2, 4",3
3023.5,47.662,21.347,0.3376,2.037,"1, 2, 4",3
3023.75,46.633,20.457,0.3383,2.038,"1, 2, 4",3
3024,46.333,19.751,0.3405,2.035,"1, 2, 4",3
3024.25,46.317,19.289,0.338,2.039,"1, 2, 4",3
3024.5,45.912,19.055,0.3391,2.038,"1, 2, 4",3
3024.75,45.036,18.999,0.3402,2.038,"1, 2, 4",3
3025,44.404,19.056,0.3433,2.034,"1, 2, 4",3
3025.25,44.064,19.172,0.3471,2.027,"1, 2, 4",3
3025.5,43.991,19.305,0.3473,2.025,"1, 2, 4",3
3025.75,44.615,19.419,0.3459,2.022,"1, 2, 4",3
3026,45.369,19.489,0.3443,2.018,"1, 2, 4",3
3026.25,45.296,19.477,0.3444,2.023,"1, 2, 4",3
3026.5,44.85,19.348,0.3454,2.024,"1, 2, 4",3
3026.75,44.882,19.16,0.3454,2.025,"1, 2, 4",3
3027,44.81,18.763,0.3455,2.028,"1, 2, 4",3
3027.25,44.412,18.284,0.3433,2.034,"1, 2, 4",3
3027.5,44.72,17.789,0.3399,2.039,"1, 2, 4",3
3027.75,45.887,17.331,0.3361,2.043,"1, 2, 4",3
3028,46.982,16.947,0.3281,2.054,"1, 2, 4",3
3028.25,47.743,16.647,0.3156,2.073,"1, 2, 4",3
3028.5,48.975,16.423,0.3062,2.086,"1, 2, 4",3
3028.75,50.872,16.254,0.3025,2.088,"1, 2, 4",3
3029,53.254,16.121,0.3016,2.084,"1, 2, 4",3
3029.25,56.383,16.015,0.297,2.084,"1, 2, 4",3
3029.5,59.908,15.992,0.2906,2.085,"1, 2, 4",3
3029.75,62.793,16.024,0.2855,2.085,"1, 2, 4",3
3030,64.309,16.16,0.2887,2.075,"1, 2, 4",3
3030.25,65.168,16.406,0.2865,2.067,"1, 2, 4",3
3030.5,65.865,16.724,0.2839,2.057,"1, 2, 4",3
3030.75,65.873,17.023,0.2838,2.054,"1, 2, 4",3
3031,65.589,17.167,0.2849,2.052,"1, 2, 4",3
3031.25,65.184,17.025,0.2865,2.052,"1, 2, 4",3
3031.5,63.296,16.536,0.2935,2.051,"1, 2, 4",3
3031.75,59.932,15.745,0.305,2.056,"1, 2, 4",3
3032,57.153,14.781,0.3134,2.055,"1, 2, 4",3
3032.25,55.751,13.813,0.3119,2.061,"1, 2, 4",3
3032.5,54.867,12.856,0.3048,2.075,"1, 2, 4",3
3032.75,54.097,12.062,0.2986,2.087,"1, 2, 4",3
3033,53.789,11.457,0.296,2.092,"1, 2, 4",3
3033.25,53.052,11.046,0.2855,2.111,"1, 2, 4",3
3033.5,51.415,10.743,0.2823,2.12,"1, 2, 4",3
3033.75,50.847,10.705,0.28,2.125,"1, 2, 3, 4",2
3034,51.415,10.851,0.2793,2.125,"1, 2, 3, 4",2
3034.25,51.415,11.177,0.275,2.132,"1, 2, 3, 4",2
3034.5,51.382,11.683,0.2738,2.134,"1, 2, 3, 4",2
3034.75,51.747,12.367,0.2764,2.129,"1, 2, 3, 4",2
3035,51.812,13.225,0.2781,2.126,"1, 2, 3, 4",2
3035.25,51.528,14.235,0.2694,2.141,"1, 2, 3, 4",2
3035.5,51.488,15.346,0.2567,2.162,"1, 2, 3, 4",2
3035.75,52.225,16.454,0.2386,2.19,"1, 2, 3, 4",2
3036,53.335,17.393,0.217,2.223,"1, 2, 3, 4",2
3036.25,54.024,17.968,0.1996,2.25,"1, 2, 3, 4",2
3036.5,54.308,18.031,0.1852,2.273,"1, 2, 3, 4",2
3036.75,54.729,17.575,0.1797,2.281,"1, 2, 3, 4",2
3037,55.313,16.756,0.1783,2.282,"1, 2, 3, 4",2
3037.25,55.913,15.814,0.1773,2.282,"1, 2, 3, 4",2
3037.5,56.164,14.972,0.1824,2.273,"1, 2, 3, 4",2
3037.75,55.799,14.381,0.2018,2.242,"1, 2, 3, 4",2
3038,54.94,14.116,0.2372,2.186,"1, 2, 3, 4",2
3038.25,53.352,14.197,0.2632,2.147,"1, 2, 3, 4",2
3038.5,51.909,14.597,0.2798,2.123,"1, 2, 3, 4",2
3038.75,50.669,15.234,0.2961,2.099,"1, 2, 4",3
3039,47.889,15.966,0.2936,2.109,"1, 2, 4",3
3039.25,43.991,16.626,0.2897,2.123,"1, 2, 4",3
3039.5,40.352,17.096,0.3016,2.11,"1, 2, 4",3
3039.75,37.054,17.38,0.317,2.09,"1, 2, 4",3
3040,33.99,17.611,0.3181,2.093,"1, 2, 4",3
3040.25,31.283,17.901,0.2937,2.137,"1, 2, 4",3
3040.5,28.965,18.249,0.2847,2.155,"1, 2, 4",3
3040.75,26.502,18.584,0.3147,2.109,"1, 2, 4",3
3041,23.73,18.588,0.3405,2.07,"1, 2, 4",3
3041.25,21.72,18.402,0.3481,2.06,"1, 2, 4",3
3041.5,20.715,17.91,0.3548,2.05,"1, 2, 4",3
3041.75,19.84,17.212,0.3579,2.046,"1, 2, 4",3
3042,19.208,16.486,0.3608,2.042,"1, 2, 4",3
3042.25,19.216,15.909,0.3614,2.041,"1, 2, 4",3
3042.5,19.191,15.609,0.3614,2.041,"1, 2, 4",3
3042.75,18.656,15.656,0.3611,2.042,"1, 2, 4",3
3043,18.041,16.231,0.3603,2.044,"1, 2, 4",3
3043.25,18.041,16.882,0.3573,2.049,"1, 2, 4",3
3043.5,18.438,17.662,0.3503,2.06,"1, 2, 4",3
3043.75,18.567,18.202,0.3344,2.086,"1, 2, 4",3
3044,18.689,18.626,0.3204,2.109,"1, 2, 4",3
3044.25,18.867,18.765,0.3111,2.124,"1, 2, 4",3
3044.5,18.778,18.575,0.3063,2.132,"1, 2, 4",3
3044.75,18.397,18.102,0.3048,2.135,"1, 2, 4",3
3045,17.943,17.463,0.3063,2.133,"1, 2, 4",3
3045.25,17.668,16.783,0.3071,2.132,"1, 2, 4",3
3045.5,17.708,16.161,0.3119,2.124,"1, 2, 4",3
3045.75,18.178,15.564,0.3171,2.115,"1, 2, 4",3
3046,18.681,15.183,0.3228,2.105,"1, 2, 4",3
3046.25,18.883,14.927,0.333,2.088,"1, 2, 4",3
3046.5,18.81,14.753,0.3416,2.074,"1, 2, 4",3
3046.75,18.316,14.634,0.3449,2.069,"1, 2, 4",3
3047,17.805,14.501,0.3465,2.067,"1, 2, 4",3
3047.25,17.814,14.396,0.3447,2.07,"1, 2, 4",3
3047.5,18.008,14.323,0.336,2.084,"1, 2, 4",3
3047.75,17.643,14.308,0.3296,2.095,"1, 2, 4",3
3048,16.638,14.372,0.3205,2.111,"1, 2, 4",3
3048.25,15.544,14.52,0.3164,2.119,"1, 2, 4",3
3048.5,14.466,14.732,0.3189,2.116,"1, 2, 4",3
3048.75,13.656,14.964,0.3242,2.108,"1, 2, 4",3
3049,13.421,15.159,0.325,2.107,"1, 2, 4",3
3049.25,13.607,15.262,0.3255,2.106,"1, 2, 4",3
